RED1,RED2,RED3,RED4,RED5,OCCURRENCE,ISSUE
1,16,18,22,30,2,13002 12021 
1,16,18,22,33,1,08103 
1,16,18,23,28,1,07054 
1,16,18,28,30,1,13002 
1,16,19,25,31,1,21134 
1,16,20,22,24,1,17080 
1,16,20,23,27,1,10073 
1,16,20,23,31,1,10073 
1,16,20,24,26,1,07014 
1,16,20,27,31,1,10073 
1,16,20,30,33,1,14073 
1,16,21,22,23,1,07132 
1,16,21,22,26,1,07140 
1,16,21,23,28,1,10015 
1,16,21,24,30,1,14112 
1,16,21,27,30,1,17126 
1,16,22,28,30,1,13002 
1,16,23,27,31,1,10073 
1,16,24,25,32,1,16080 
1,16,25,26,29,1,13150 
1,16,26,31,33,1,07135 
1,17,18,19,25,1,13134 
1,17,18,19,29,1,13134 
1,17,18,22,25,1,10146 
1,17,18,22,32,1,10146 
1,17,18,23,26,1,06109 
1,17,18,23,30,1,15069 
1,17,18,25,29,1,13134 
1,17,18,25,32,1,10146 
1,17,18,27,31,1,11049 
1,17,19,20,29,1,16077 
1,17,19,22,28,1,07149 
1,17,19,22,30,1,07149 
1,17,19,25,29,1,13134 
1,17,19,26,31,1,13021 
1,17,19,27,31,1,19045 
1,17,19,28,30,1,07149 
1,17,20,21,22,1,18010 
1,17,20,21,29,1,06095 
1,17,20,22,28,1,21104 
1,17,20,22,32,1,19066 
1,17,20,25,28,1,18097 
1,17,21,23,30,1,16142 
1,17,21,25,28,1,06084 
1,17,21,27,30,1,17126 
1,17,22,23,30,1,08007 
1,17,22,25,32,1,10146 
1,17,22,26,27,1,15073 
1,17,22,28,30,1,07149 
1,17,23,25,31,1,18153 
1,17,23,30,33,1,09024 
1,17,24,25,32,1,16080 
1,17,24,26,31,1,11007 
1,17,24,28,32,1,17138 
1,17,24,28,33,1,17138 
1,17,24,32,33,1,17138 
1,17,27,28,31,1,06053 
1,17,27,29,31,1,19078 
1,17,27,29,33,1,19078 
1,17,27,31,33,1,19078 
1,17,28,32,33,1,17138 
1,17,29,31,33,1,19078 
1,18,19,21,24,1,11011 
1,18,19,25,29,1,13134 
1,18,19,26,29,1,20123 
1,18,19,26,31,1,20127 
1,18,20,21,26,1,07018 
1,18,20,22,26,1,07016 
1,18,20,22,33,1,07016 
1,18,20,23,29,1,14094 
1,18,20,24,32,1,04090 
1,18,20,24,33,1,04090 
1,18,20,26,33,1,07016 
1,18,20,28,29,1,14056 
1,18,20,30,32,1,20029 
1,18,20,32,33,1,04090 
1,18,21,24,30,1,08153 
1,18,21,25,29,1,07136 
1,18,21,28,30,1,07045 
1,18,22,24,25,1,21073 
1,18,22,25,32,1,10146 
1,18,22,26,27,1,19110 
1,18,22,26,28,1,19110 
1,18,22,26,33,1,07016 
1,18,22,27,28,1,19110 
1,18,22,28,30,1,13002 
1,18,22,29,32,2,21124 06026 
1,18,24,25,32,1,08129 
1,18,24,29,30,1,10112 
1,18,24,32,33,1,04090 
1,18,26,27,28,2,19110 04045 
1,18,26,30,32,1,06100 
1,18,27,28,30,1,08092 
1,18,27,31,32,1,15060 
1,18,28,30,32,1,08130 
1,18,29,31,32,1,10022 
1,19,20,21,25,1,16085 
1,19,20,25,31,1,07153 
1,19,20,27,33,1,08128 
1,19,21,23,26,1,03007 
1,19,21,25,33,1,19113 
1,19,22,24,25,1,14004 
1,19,22,28,30,1,07149 
1,19,22,29,31,1,19063 
1,19,23,25,29,1,21067 
1,19,23,26,30,1,21141 
1,19,23,27,29,1,10052 
1,19,24,26,27,1,08050 
1,19,24,26,29,1,18115 
1,19,24,29,30,1,19071 
1,19,24,32,33,1,16101 
1,19,25,26,27,1,17146 
1,19,25,26,30,1,20083 
1,19,25,26,31,1,20083 
1,19,25,26,33,1,17146 
1,19,25,27,33,1,17146 
1,19,25,30,31,1,20083 
1,19,26,27,33,1,17146 
1,19,26,28,30,1,16139 
1,19,26,30,31,1,20083 
1,20,21,25,29,1,04056 
1,20,21,25,30,1,04056 
1,20,21,28,29,1,15121 
1,20,21,29,30,1,04056 
1,20,22,23,25,1,22007 
1,20,22,23,28,1,22007 
1,20,22,24,25,1,16016 
1,20,22,24,26,1,16016 
1,20,22,24,28,1,10117 
1,20,22,25,26,1,16016 
1,20,22,25,28,2,22007 18140 
1,20,22,26,31,1,03023 
1,20,22,26,33,1,07016 
1,20,23,24,29,1,12008 
1,20,23,25,28,1,22007 
1,20,23,26,27,1,20096 
1,20,23,26,32,1,20096 
1,20,23,27,31,1,10073 
1,20,23,27,32,1,20096 
1,20,24,25,26,1,16016 
1,20,24,25,33,1,15015 
1,20,24,28,29,1,12120 
1,20,24,32,33,1,04090 
1,20,25,27,31,1,06152 
1,20,25,29,30,1,04056 
1,20,25,30,31,1,18048 
1,20,25,31,32,1,05121 
1,20,26,27,32,1,20096 
1,20,26,28,29,1,06115 
1,20,29,31,32,1,06143 
1,20,31,32,33,1,09093 
1,21,22,30,32,1,06130 
1,21,22,31,32,1,10066 
1,21,23,24,26,1,10138 
1,21,23,24,30,1,10138 
1,21,23,25,31,1,17103 
1,21,23,25,32,1,04024 
1,21,23,25,33,1,17103 
1,21,23,26,30,1,10138 
1,21,23,27,33,1,16099 
1,21,23,31,33,1,17103 
1,21,24,26,30,1,10138 
1,21,24,30,32,1,05040 
1,21,25,29,30,1,04056 
1,21,25,29,32,1,05090 
1,21,25,31,33,1,17103 
1,21,26,27,28,1,08071 
1,21,26,29,32,1,08028 
1,21,27,29,31,1,08058 
1,22,23,24,25,1,06058 
1,22,23,24,26,1,07143 
1,22,23,25,28,1,22007 
1,22,24,25,26,1,16016 
1,22,24,25,29,1,10115 
1,22,24,25,33,1,10115 
1,22,24,26,31,1,17062 
1,22,24,28,31,1,08037 
1,22,24,29,33,1,10115 
1,22,25,29,33,1,10115 
1,22,26,27,28,1,19110 
1,22,28,29,30,1,13096 
1,22,28,32,33,1,20119 
1,23,24,26,30,1,10138 
1,23,25,28,29,1,19024 
1,23,25,29,30,1,17125 
1,23,25,31,33,1,17103 
1,23,26,27,32,1,20096 
1,23,26,28,33,1,09041 
1,23,27,31,32,1,13105 
1,24,25,27,30,1,20043 
1,24,25,29,33,1,10115 
1,24,28,29,33,1,08137 
1,24,28,32,33,1,17138 
1,24,31,32,33,1,21071 
1,25,26,27,33,1,17146 
1,25,26,30,31,1,20083 
1,25,27,28,29,1,04062 
1,25,27,30,32,1,18138 
1,26,27,31,32,1,09096 
1,26,27,31,33,1,09096 
1,26,27,32,33,1,09096 
1,26,29,30,31,1,08087 
1,26,31,32,33,1,09096 
1,27,28,31,33,1,19149 
1,27,29,31,33,1,19078 
1,27,30,31,33,1,04012 
1,27,31,32,33,1,09096 
2,3,4,5,18,1,11087 
2,3,4,5,24,1,03087 
2,3,4,5,28,2,11087 03087 
2,3,4,6,17,1,07141 
2,3,4,6,31,1,07141 
2,3,4,7,10,1,22013 
2,3,4,7,18,1,22013 
2,3,4,9,10,1,20120 
2,3,4,9,24,1,04053 
2,3,4,9,25,1,04053 
2,3,4,10,18,1,22013 
2,3,4,13,14,1,15044 
2,3,4,13,16,2,15044 06022 
2,3,4,13,20,1,10045 
2,3,4,13,27,1,06022 
2,3,4,13,29,1,10045 
2,3,4,14,16,1,15044 
2,3,4,16,27,1,06022 
2,3,4,17,31,1,07141 
2,3,4,18,28,1,11087 
2,3,4,20,29,1,10045 
2,3,4,24,25,1,04053 
2,3,4,24,28,1,03087 
2,3,4,24,31,1,12070 
2,3,4,24,32,1,12070 
2,3,4,31,32,1,12070 
2,3,5,6,9,1,14078 
2,3,5,6,17,1,14078 
2,3,5,6,18,1,03059 
2,3,5,6,20,1,12052 
2,3,5,6,24,1,12052 
2,3,5,6,30,1,03059 
2,3,5,7,8,1,05047 
2,3,5,7,27,1,05047 
2,3,5,8,27,1,05047 
2,3,5,9,13,1,17132 
2,3,5,9,16,1,04103 
2,3,5,9,17,1,14078 
2,3,5,9,21,1,04103 
2,3,5,9,28,1,17132 
2,3,5,10,22,1,04028 
2,3,5,11,15,1,06149 
2,3,5,11,19,1,07098 
2,3,5,11,20,1,07098 
2,3,5,11,32,1,06149 
2,3,5,12,18,1,15124 
2,3,5,12,27,1,15124 
2,3,5,13,28,1,17132 
2,3,5,15,32,1,06149 
2,3,5,16,21,1,04103 
2,3,5,18,27,1,15124 
2,3,5,18,28,1,11087 
2,3,5,18,30,1,03059 
2,3,5,19,20,1,07098 
2,3,5,20,21,1,06072 
2,3,5,20,24,2,12052 06072 
2,3,5,21,24,1,06072 
2,3,5,24,28,1,03087 
2,3,6,8,14,1,19090 
2,3,6,8,22,1,19090 
2,3,6,8,33,1,13111 
2,3,6,9,17,1,14078 
2,3,6,14,22,1,19090 
2,3,6,14,31,1,17071 
2,3,6,14,32,1,17071 
2,3,6,15,25,1,09003 
2,3,6,15,30,1,09003 
2,3,6,16,22,1,05012 
2,3,6,16,31,1,05012 
2,3,6,17,31,1,07141 
2,3,6,18,30,1,03059 
2,3,6,19,25,1,18104 
2,3,6,19,29,1,18104 
2,3,6,20,24,1,12052 
2,3,6,21,22,1,11023 
2,3,6,21,25,1,11023 
2,3,6,22,25,1,11023 
2,3,6,22,31,1,05012 
2,3,6,25,29,1,18104 
2,3,6,25,30,1,09003 
2,3,6,31,32,1,17071 
2,3,7,8,17,1,21004 
2,3,7,8,19,1,16108 
2,3,7,8,22,1,21004 
2,3,7,8,26,2,16108 07052 
2,3,7,8,27,1,05047 
2,3,7,8,29,1,07052 
2,3,7,9,10,1,12002 
2,3,7,9,13,1,12072 
2,3,7,9,20,1,22008 
2,3,7,9,21,1,22008 
2,3,7,9,30,1,12072 
2,3,7,9,32,1,12002 
2,3,7,10,18,1,22013 
2,3,7,10,25,1,04001 
2,3,7,10,32,1,12002 
2,3,7,11,19,1,09089 
2,3,7,11,32,1,09089 
2,3,7,12,13,1,09130 
2,3,7,12,30,1,09130 
2,3,7,13,21,1,14016 
2,3,7,13,24,1,14016 
2,3,7,13,30,2,12072 09130 
2,3,7,17,22,1,21004 
2,3,7,18,23,1,10141 
2,3,7,18,27,1,10141 
2,3,7,19,26,1,16108 
2,3,7,19,32,1,09089 
2,3,7,20,21,1,22008 
2,3,7,21,24,1,14016 
2,3,7,23,27,1,10141 
2,3,7,26,29,1,07052 
2,3,8,10,25,1,05049 
2,3,8,10,27,1,05049 
2,3,8,13,19,1,11061 
2,3,8,13,21,1,11061 
2,3,8,13,32,1,10056 
2,3,8,14,22,1,19090 
2,3,8,15,19,1,10144 
2,3,8,15,21,1,10144 
2,3,8,17,22,1,21004 
2,3,8,19,21,2,11061 10144 
2,3,8,19,26,1,16108 
2,3,8,21,31,1,15010 
2,3,8,23,32,1,12034 
2,3,8,23,33,1,12034 
2,3,8,25,27,1,05049 
2,3,8,26,29,1,07052 
2,3,8,32,33,1,12034 
2,3,9,10,15,1,04051 
2,3,9,10,28,1,13070 
2,3,9,10,29,1,04051 
2,3,9,10,30,1,13070 
2,3,9,10,32,1,12002 
2,3,9,13,28,1,17132 
2,3,9,13,30,1,12072 
2,3,9,15,29,2,06015 04051 
2,3,9,15,32,1,06015 
2,3,9,16,21,1,04103 
2,3,9,20,21,1,22008 
2,3,9,22,24,1,07027 
2,3,9,22,27,1,07027 
2,3,9,23,28,1,17054 
2,3,9,23,33,1,17054 
2,3,9,24,25,1,04053 
2,3,9,24,26,1,10081 
2,3,9,24,27,2,10081 07027 
2,3,9,26,27,1,10081 
2,3,9,28,30,1,13070 
2,3,9,28,33,1,17054 
2,3,9,29,32,1,06015 
2,3,10,11,14,1,16087 
2,3,10,11,21,1,16087 
2,3,10,14,21,1,16087 
2,3,10,15,29,1,04051 
2,3,10,17,20,1,21109 
2,3,10,17,26,1,21109 
2,3,10,20,26,1,21109 
2,3,10,23,25,1,16121 
2,3,10,23,28,1,16121 
2,3,10,25,27,1,05049 
2,3,10,25,28,1,16121 
2,3,10,28,30,1,13070 
2,3,11,13,20,1,06070 
2,3,11,13,27,1,06070 
2,3,11,14,21,1,16087 
2,3,11,15,32,1,06149 
2,3,11,17,19,1,15100 
2,3,11,17,21,1,15100 
2,3,11,19,20,1,07098 
2,3,11,19,21,1,15100 
2,3,11,19,32,1,09089 
2,3,11,20,27,1,06070 
2,3,12,13,14,1,14058 
2,3,12,13,25,1,14058 
2,3,12,13,30,1,09130 
2,3,12,14,25,1,14058 
2,3,12,18,27,1,15124 
2,3,13,14,16,1,15044 
2,3,13,14,25,1,14058 
2,3,13,16,27,1,06022 
2,3,13,18,20,1,21001 
2,3,13,18,31,1,21001 
2,3,13,19,20,1,10055 
2,3,13,19,21,1,11061 
2,3,13,19,23,1,10055 
2,3,13,20,22,2,15133 13127 
2,3,13,20,23,1,10055 
2,3,13,20,24,1,15133 
2,3,13,20,27,1,06070 
2,3,13,20,29,1,10045 
2,3,13,20,31,1,21001 
2,3,13,20,33,1,13127 
2,3,13,21,24,1,14016 
2,3,13,22,24,1,15133 
2,3,13,22,33,1,13127 
2,3,14,16,26,1,22036 
2,3,14,16,31,1,22036 
2,3,14,19,33,1,19014 
2,3,14,26,31,1,22036 
2,3,14,31,32,1,17071 
2,3,15,16,17,1,12033 
2,3,15,16,27,1,12033 
2,3,15,17,19,1,07138 
2,3,15,17,25,1,07138 
2,3,15,17,27,1,12033 
2,3,15,19,21,1,10144 
2,3,15,19,25,1,07138 
2,3,15,21,22,1,20045 
2,3,15,21,33,1,20045 
2,3,15,22,33,1,20045 
2,3,15,25,30,1,09003 
2,3,15,29,32,1,06015 
2,3,15,30,33,1,09031 
2,3,16,17,27,1,12033 
2,3,16,18,23,1,10013 
2,3,16,22,31,1,05012 
2,3,16,26,31,1,22036 
2,3,17,18,23,1,21043 
2,3,17,18,24,2,21043 03041 
2,3,17,18,25,1,03041 
2,3,17,19,21,1,15100 
2,3,17,19,25,2,21107 07138 
2,3,17,19,30,1,21107 
2,3,17,20,26,1,21109 
2,3,17,22,32,1,13118 
2,3,17,22,33,1,13118 
2,3,17,23,24,1,21043 
2,3,17,24,25,1,03041 
2,3,17,25,30,1,21107 
2,3,17,25,31,1,17018 
2,3,17,32,33,1,13118 
2,3,18,20,31,1,21001 
2,3,18,23,24,1,21043 
2,3,18,23,27,1,10141 
2,3,18,24,25,1,03041 
2,3,19,20,23,1,10055 
2,3,19,25,29,1,18104 
2,3,19,25,30,1,21107 
2,3,20,21,24,1,06072 
2,3,20,22,24,1,15133 
2,3,20,22,33,1,13127 
2,3,20,24,26,1,15047 
2,3,20,24,27,1,15047 
2,3,20,25,28,1,06123 
2,3,20,25,32,1,06123 
2,3,20,26,27,1,15047 
2,3,20,28,32,1,06123 
2,3,21,22,25,1,11023 
2,3,21,22,33,1,20045 
2,3,22,24,27,1,07027 
2,3,22,32,33,1,13118 
2,3,23,25,28,1,16121 
2,3,23,28,33,1,17054 
2,3,23,32,33,1,12034 
2,3,24,26,27,2,15047 10081 
2,3,24,31,32,1,12070 
2,3,25,28,32,1,06123 
2,4,5,6,8,1,13102 
2,4,5,6,16,2,13102 06003 
2,4,5,6,20,1,06003 
2,4,5,8,11,1,19010 
2,4,5,8,16,1,13102 
2,4,5,8,19,1,10026 
2,4,5,8,22,1,10026 
2,4,5,8,30,1,19010 
2,4,5,9,13,1,16150 
2,4,5,9,21,1,16150 
2,4,5,11,30,1,19010 
2,4,5,13,21,1,16150 
2,4,5,15,21,1,05006 
2,4,5,15,31,1,05006 
2,4,5,16,20,1,06003 
2,4,5,17,19,1,13014 
2,4,5,17,20,1,13014 
2,4,5,18,28,1,11087 
2,4,5,19,20,1,13014 
2,4,5,19,22,1,10026 
2,4,5,21,31,1,05006 
2,4,5,24,26,1,17007 
2,4,5,24,28,1,03087 
2,4,5,24,33,1,17007 
2,4,5,26,33,1,17007 
2,4,6,8,16,1,13102 
2,4,6,10,25,1,09121 
2,4,6,10,30,1,09121 
2,4,6,13,17,1,12137 
2,4,6,15,17,1,09015 
2,4,6,15,24,1,20086 
2,4,6,15,27,1,20086 
2,4,6,15,32,1,09015 
2,4,6,16,18,1,18129 
2,4,6,16,19,1,18129 
2,4,6,16,20,1,06003 
2,4,6,17,21,1,03060 
2,4,6,17,28,1,03060 
2,4,6,17,31,1,07141 
2,4,6,17,32,1,09015 
2,4,6,18,19,1,18129 
2,4,6,19,21,1,20070 
2,4,6,19,24,1,11141 
2,4,6,19,29,1,11141 
2,4,6,20,22,1,11136 
2,4,6,20,31,1,11136 
2,4,6,21,25,1,20121 
2,4,6,21,28,1,03060 
2,4,6,21,29,1,20121 
2,4,6,22,31,1,11136 
2,4,6,24,27,1,20086 
2,4,6,24,29,1,11141 
2,4,6,25,29,1,20121 
2,4,6,25,30,1,09121 
2,4,7,9,14,1,08001 
2,4,7,9,15,1,13022 
2,4,7,9,20,1,13022 
2,4,7,9,29,1,08001 
2,4,7,10,18,2,22013 07022 
2,4,7,10,23,1,17042 
2,4,7,10,27,1,07022 
2,4,7,14,15,2,16111 09111 
2,4,7,14,25,1,09111 
2,4,7,14,29,1,08001 
2,4,7,14,32,1,16111 
2,4,7,15,20,2,20017 13022 
2,4,7,15,24,1,07110 
2,4,7,15,25,1,09111 
2,4,7,15,27,1,20017 
2,4,7,15,28,1,07110 
2,4,7,15,32,1,16111 
2,4,7,18,27,1,07022 
2,4,7,20,27,1,20017 
2,4,7,24,25,1,21009 
2,4,7,24,28,1,07110 
2,4,7,24,32,1,21009 
2,4,7,25,32,1,21009 
2,4,8,11,30,1,19010 
2,4,8,13,14,1,07072 
2,4,8,13,33,1,07072 
2,4,8,14,33,1,07072 
2,4,8,19,22,1,10026 
2,4,8,20,23,1,10108 
2,4,8,20,24,1,10108 
2,4,8,23,24,1,10108 
2,4,8,23,26,1,16078 
2,4,8,23,29,1,16078 
2,4,8,26,29,2,17006 16078 
2,4,8,26,33,1,17006 
2,4,8,29,33,1,17006 
2,4,9,10,20,1,07001 
2,4,9,10,26,1,07001 
2,4,9,11,12,1,19114 
2,4,9,11,14,1,19140 
2,4,9,11,19,1,14045 
2,4,9,11,22,2,19140 14045 
2,4,9,11,30,1,19114 
2,4,9,12,30,1,19114 
2,4,9,13,18,1,13103 
2,4,9,13,20,1,13103 
2,4,9,13,21,1,16150 
2,4,9,14,16,1,05100 
2,4,9,14,22,1,19140 
2,4,9,14,29,1,08001 
2,4,9,14,31,1,05100 
2,4,9,15,20,1,13022 
2,4,9,15,33,1,16051 
2,4,9,16,31,1,05100 
2,4,9,18,20,1,13103 
2,4,9,19,22,1,14045 
2,4,9,20,26,1,07001 
2,4,9,24,25,1,04053 
2,4,10,11,25,1,05066 
2,4,10,11,28,1,05066 
2,4,10,12,14,1,14086 
2,4,10,12,17,1,13040 
2,4,10,12,26,1,05081 
2,4,10,12,30,3,14086 13040 05081 
2,4,10,14,23,1,18090 
2,4,10,14,30,1,14086 
2,4,10,17,22,1,20059 
2,4,10,17,25,1,20059 
2,4,10,17,30,1,13040 
2,4,10,18,19,1,18050 
2,4,10,18,27,2,07022 05132 
2,4,10,18,29,1,05132 
2,4,10,20,26,1,07001 
2,4,10,22,25,1,20059 
2,4,10,25,28,1,05066 
2,4,10,25,30,1,09121 
2,4,10,26,30,1,05081 
2,4,10,27,29,1,05132 
2,4,10,28,29,1,07088 
2,4,10,28,33,1,07088 
2,4,10,29,33,1,07088 
2,4,11,12,18,1,18133 
2,4,11,12,30,1,19114 
2,4,11,12,32,1,18133 
2,4,11,13,16,1,13086 
2,4,11,13,25,1,14135 
2,4,11,13,26,1,13086 
2,4,11,13,33,1,14135 
2,4,11,14,22,1,19140 
2,4,11,14,27,1,17027 
2,4,11,14,30,1,17027 
2,4,11,15,18,1,20106 
2,4,11,15,28,1,20106 
2,4,11,16,25,1,15052 
2,4,11,16,26,2,15052 13086 
2,4,11,18,22,1,12082 
2,4,11,18,28,1,20106 
2,4,11,18,29,1,12082 
2,4,11,18,32,1,18133 
2,4,11,19,22,1,14045 
2,4,11,22,29,1,12082 
2,4,11,25,26,1,15052 
2,4,11,25,28,1,05066 
2,4,11,25,33,1,14135 
2,4,11,27,30,1,17027 
2,4,12,14,17,1,17039 
2,4,12,14,19,1,16010 
2,4,12,14,24,1,17039 
2,4,12,14,25,1,16010 
2,4,12,14,30,1,14086 
2,4,12,17,22,1,14071 
2,4,12,17,24,1,17039 
2,4,12,17,25,1,14071 
2,4,12,17,30,1,13040 
2,4,12,18,23,1,14057 
2,4,12,18,24,1,16084 
2,4,12,18,26,1,16084 
2,4,12,18,31,1,14057 
2,4,12,18,32,1,18133 
2,4,12,19,25,1,16010 
2,4,12,19,32,1,11019 
2,4,12,19,33,1,11019 
2,4,12,21,24,1,13027 
2,4,12,21,25,1,21007 
2,4,12,21,32,1,21007 
2,4,12,22,25,1,14071 
2,4,12,22,29,1,21101 
2,4,12,22,31,1,21101 
2,4,12,23,31,1,14057 
2,4,12,24,26,1,16084 
2,4,12,25,32,1,21007 
2,4,12,26,30,1,05081 
2,4,12,29,31,1,21101 
2,4,12,32,33,1,11019 
2,4,13,14,16,1,15044 
2,4,13,14,18,1,09011 
2,4,13,14,23,1,09011 
2,4,13,14,33,1,07072 
2,4,13,16,26,1,13086 
2,4,13,16,27,1,06022 
2,4,13,18,20,1,13103 
2,4,13,18,23,1,09011 
2,4,13,18,26,1,12077 
2,4,13,18,28,1,12077 
2,4,13,20,29,1,10045 
2,4,13,25,33,1,14135 
2,4,13,26,28,1,12077 
2,4,14,15,25,2,09111 07009 
2,4,14,15,26,1,11145 
2,4,14,15,27,1,07009 
2,4,14,15,30,1,11145 
2,4,14,15,32,1,16111 
2,4,14,16,20,1,19089 
2,4,14,16,22,1,19089 
2,4,14,16,31,1,05100 
2,4,14,17,24,1,17039 
2,4,14,18,20,1,13094 
2,4,14,18,22,1,13094 
2,4,14,18,23,1,09011 
2,4,14,19,25,1,16010 
2,4,14,20,22,2,19089 13094 
2,4,14,23,29,1,05128 
2,4,14,23,33,1,05128 
2,4,14,25,27,1,07009 
2,4,14,26,30,1,11145 
2,4,14,27,30,1,17027 
2,4,14,29,33,1,05128 
2,4,15,17,22,1,17077 
2,4,15,17,28,1,13104 
2,4,15,17,32,1,09015 
2,4,15,18,28,1,20106 
2,4,15,20,27,1,20017 
2,4,15,21,31,1,05006 
2,4,15,24,27,1,20086 
2,4,15,24,28,1,07110 
2,4,15,25,27,1,07009 
2,4,15,26,30,1,11145 
2,4,16,18,19,1,18129 
2,4,16,18,23,1,07047 
2,4,16,18,30,1,07047 
2,4,16,19,22,1,10061 
2,4,16,19,26,1,10061 
2,4,16,20,22,1,19089 
2,4,16,22,26,1,10061 
2,4,16,23,30,1,07047 
2,4,16,25,26,1,15052 
2,4,17,18,19,1,03070 
2,4,17,19,20,1,13014 
2,4,17,21,28,1,03060 
2,4,17,22,25,2,20059 14071 
2,4,18,20,22,1,13094 
2,4,18,22,29,1,12082 
2,4,18,23,30,1,07047 
2,4,18,23,31,1,14057 
2,4,18,24,26,1,16084 
2,4,18,26,28,1,12077 
2,4,18,27,29,1,05132 
2,4,19,22,26,1,10061 
2,4,19,24,29,1,11141 
2,4,19,32,33,1,11019 
2,4,20,22,31,1,11136 
2,4,20,23,24,1,10108 
2,4,20,25,26,1,14082 
2,4,20,25,29,1,14082 
2,4,20,26,29,1,14082 
2,4,21,23,30,1,05104 
2,4,21,23,33,1,05104 
2,4,21,25,29,1,20121 
2,4,21,25,32,1,21007 
2,4,21,30,33,1,05104 
2,4,22,29,31,1,21101 
2,4,23,26,29,1,16078 
2,4,23,29,33,1,05128 
2,4,23,30,33,1,05104 
2,4,24,25,32,1,21009 
2,4,24,26,33,1,17007 
2,4,24,31,32,1,12070 
2,4,25,26,29,1,14082 
2,4,26,29,33,1,17006 
2,4,28,29,33,1,07088 
2,5,6,7,11,1,18127 
2,5,6,7,13,1,12134 
2,5,6,7,15,1,18127 
2,5,6,7,23,1,12134 
2,5,6,8,16,1,13102 
2,5,6,8,28,1,04018 
2,5,6,8,30,1,04018 
2,5,6,9,17,1,14078 
2,5,6,10,29,1,10120 
2,5,6,11,15,1,18127 
2,5,6,11,23,1,14026 
2,5,6,12,14,1,13016 
2,5,6,12,28,1,13016 
2,5,6,13,16,1,18071 
2,5,6,13,19,1,18071 
2,5,6,13,23,1,12134 
2,5,6,14,24,1,05102 
2,5,6,14,28,1,13016 
2,5,6,14,31,1,05102 
2,5,6,16,19,1,18071 
2,5,6,16,20,1,06003 
2,5,6,16,28,1,17099 
2,5,6,16,29,1,17099 
2,5,6,18,30,1,03059 
2,5,6,19,27,1,09018 
2,5,6,19,30,1,09018 
2,5,6,20,24,1,12052 
2,5,6,21,25,1,16120 
2,5,6,21,28,1,16120 
2,5,6,23,26,1,08018 
2,5,6,23,33,1,08018 
2,5,6,24,31,1,05102 
2,5,6,25,28,1,16120 
2,5,6,26,33,1,08018 
2,5,6,27,30,1,09018 
2,5,6,28,29,1,17099 
2,5,6,28,30,1,04018 
2,5,7,8,11,1,12135 
2,5,7,8,17,1,12135 
2,5,7,8,20,1,19021 
2,5,7,8,27,2,19021 05047 
2,5,7,9,11,1,17151 
2,5,7,9,27,1,17151 
2,5,7,11,13,1,08076 
2,5,7,11,15,1,18127 
2,5,7,11,17,1,12135 
2,5,7,11,18,1,08076 
2,5,7,11,27,1,17151 
2,5,7,13,18,1,08076 
2,5,7,13,23,1,12134 
2,5,7,14,18,1,16024 
2,5,7,14,31,1,16024 
2,5,7,17,20,1,08017 
2,5,7,17,22,1,08017 
2,5,7,18,31,1,16024 
2,5,7,20,22,1,08017 
2,5,7,20,27,1,19021 
2,5,7,21,22,1,08154 
2,5,7,21,26,1,08154 
2,5,7,22,26,1,08154 
2,5,8,10,12,1,17065 
2,5,8,10,21,1,17065 
2,5,8,10,32,1,17047 
2,5,8,10,33,1,17047 
2,5,8,11,15,1,04032 
2,5,8,11,17,1,12135 
2,5,8,11,30,1,19010 
2,5,8,11,31,1,04032 
2,5,8,12,21,1,17065 
2,5,8,12,26,1,20056 
2,5,8,12,31,1,20056 
2,5,8,15,17,1,16047 
2,5,8,15,22,1,16047 
2,5,8,15,31,1,04032 
2,5,8,17,22,1,16047 
2,5,8,19,22,1,10026 
2,5,8,20,27,1,19021 
2,5,8,24,25,1,15067 
2,5,8,24,31,1,15067 
2,5,8,25,31,1,15067 
2,5,8,26,31,1,20056 
2,5,8,28,30,1,04018 
2,5,8,32,33,1,17047 
2,5,9,11,27,1,17151 
2,5,9,13,21,1,16150 
2,5,9,13,28,1,17132 
2,5,9,14,24,1,14043 
2,5,9,14,33,1,14043 
2,5,9,15,16,1,20031 
2,5,9,15,20,1,18077 
2,5,9,15,24,2,18077 17051 
2,5,9,15,25,1,17051 
2,5,9,15,27,1,20031 
2,5,9,16,21,1,04103 
2,5,9,16,27,1,20031 
2,5,9,16,32,1,03044 
2,5,9,16,33,1,03044 
2,5,9,19,24,1,20085 
2,5,9,20,24,1,18077 
2,5,9,21,31,1,03054 
2,5,9,21,33,1,03054 
2,5,9,24,25,1,17051 
2,5,9,24,33,1,14043 
2,5,9,31,33,1,03054 
2,5,9,32,33,1,03044 
2,5,10,11,17,1,18064 
2,5,10,11,21,1,18064 
2,5,10,12,21,1,17065 
2,5,10,17,21,1,18064 
2,5,10,19,24,1,09101 
2,5,10,22,32,1,17021 
2,5,10,22,33,1,17021 
2,5,10,24,25,1,12081 
2,5,10,24,27,1,17036 
2,5,10,24,29,1,12081 
2,5,10,25,29,1,12081 
2,5,10,27,29,1,08144 
2,5,10,27,33,1,08144 
2,5,10,29,33,1,08144 
2,5,10,32,33,2,17047 17021 
2,5,11,13,18,1,08076 
2,5,11,15,19,1,14109 
2,5,11,15,28,1,14109 
2,5,11,15,31,1,04032 
2,5,11,15,32,1,06149 
2,5,11,17,21,1,18064 
2,5,11,19,20,1,07098 
